url,project_name,commit
https://github.com/square/okhttp,square/okhttp,9146c579dd9110d0028144c59515da9be1ce7108
https://github.com/square/okhttp,square/okhttp,c0df29ac0b2e3f78c058fce743f75b25c29975d0
https://github.com/square/okhttp,square/okhttp,f2461183e8a70bae2362a5237772844a48e16100
https://github.com/square/okhttp,square/okhttp,339c18074adcac7395ddc8dc09a8ec4837a17d14
https://github.com/square/okhttp,square/okhttp,60f20dc23cb08d598d605f51f7526725ec42abd9
https://github.com/square/okhttp,square/okhttp,0b1d20c47cc608aa0a68dabd4f105adb6b690afe
https://github.com/square/okhttp,square/okhttp,9546527a1c34400a0020f50fe58ffd1f109800ab
https://github.com/square/okhttp,square/okhttp,38d57953ee7a22a6f87d97ed15e69f17abb2c16f
https://github.com/square/okhttp,square/okhttp,c7d508b79c9e201c91ec23f5eec47c18be206567
https://github.com/square/okhttp,square/okhttp,12f858caac6b9215b7d3cd84a781c812fae6c2bb
https://github.com/square/okhttp,square/okhttp,350c43b6fe02401a73f967d9ef322061638b372a
https://github.com/square/okhttp,square/okhttp,e121ed1ad291cbe04de989683d23f549d8e305db
https://github.com/square/okhttp,square/okhttp,039bcf92dbff48d1162016f8cf4ba08a99071717
https://github.com/square/okhttp,square/okhttp,c8e37ce19bf439a6a36931069fd01921ec67ae0b
https://github.com/square/okhttp,square/okhttp,4a627bb009725d7fa938c1599137cfd77d3fb6d9
https://github.com/square/okhttp,square/okhttp,53b9f84cb694a6267373b1fdd6d2144a6f05b68b
https://github.com/square/okhttp,square/okhttp,b93104c9e6869443ad15c9bc9df338944dfee84a
https://github.com/square/okhttp,square/okhttp,c4498267504fef9d5c27a6442d8263b47372c50d
https://github.com/square/okhttp,square/okhttp,767051119d7f2238b8520bdf090d3455d7e24239
https://github.com/square/okhttp,square/okhttp,4a27e9179f17ce91df3a6b8518578f82cf1c8c86
https://github.com/square/okhttp,square/okhttp,fb700e20af6fa71a20656cd240df4df3c8f15976
https://github.com/square/okhttp,square/okhttp,d3c57bd4f38d5d3944da88266dd9b474a84d802b
https://github.com/square/okhttp,square/okhttp,cc38140be4c7e41330cf7749c3eeba23c85f9522
https://github.com/square/okhttp,square/okhttp,b5314c1ec53492d1118c3e11b27658643b76e831
https://github.com/square/okhttp,square/okhttp,504b9cf55afd9d642e2a5323e18f79db607ad1a9
https://github.com/square/okhttp,square/okhttp,853b4e35f1ddbf3c5db1d91c7ff02c2d979da86f
https://github.com/square/okhttp,square/okhttp,9631227619ffe9497c67d92d20428682e5df8862
https://github.com/square/okhttp,square/okhttp,d18d8ce08a273bb73d8fe2bdbc99dfa95226ca54
https://github.com/square/okhttp,square/okhttp,da1d7f23ea206d3ba96c228343d08df6f4abc3e0
https://github.com/square/okhttp,square/okhttp,e76f8f651dea7c2c2e43185b078f7854216bc37b
https://github.com/square/okhttp,square/okhttp,9c302131491d05a4ca0209ef21770592c01f76fa
https://github.com/square/okhttp,square/okhttp,0b3ec2b55d4ecbaf3cbfecee79599a71ac1481d2
https://github.com/square/okhttp,square/okhttp,c26f9af0489869a9e1873ed5010c65f8464cff26
https://github.com/square/okhttp,square/okhttp,8972a94aee5b1a8732b4f8246c6ce43fd9e5e1cb
https://github.com/square/okhttp,square/okhttp,38a5b93da06f6dfa25a67e3106cb644e3f5b73e6
https://github.com/square/okhttp,square/okhttp,d5ab35a272dfd9a7eca1072a72d3d57f29c438b4
https://github.com/square/okhttp,square/okhttp,5355762a6f90e3ac5f3bfe4d2e8e2b862f91d21b
https://github.com/square/okhttp,square/okhttp,84184afdb26b42ff615896f9c0161157cc84ec73
https://github.com/square/okhttp,square/okhttp,e74e3f3bf744ef7f4d8ee724a7cf2347e486cfab
https://github.com/square/okhttp,square/okhttp,3b44fa37675c1d68298283ae4b8b45cd5771888d
https://github.com/square/okhttp,square/okhttp,9080b73109e2832a1487a667461d9fb48cd6043c
https://github.com/square/okhttp,square/okhttp,b7542587b8e90aa4472d4d9e4b74a72ca0c42cb4
https://github.com/square/okhttp,square/okhttp,68c854d68488ad5879bad088a40aaf8dad68cc59
https://github.com/square/okhttp,square/okhttp,7f7aa90bc5d41d8f818fc988d2a91d22393c7329
https://github.com/square/okhttp,square/okhttp,3355d0c99bb946a6441f08fe6fd1c9881a9ea96a
https://github.com/square/okhttp,square/okhttp,ff5390d6dcaf79ef09a3ef94dbb7e8ac39572a7f
https://github.com/square/okhttp,square/okhttp,4d506df096eca1f624a7cc127aa2a211a208e845
https://github.com/square/okhttp,square/okhttp,fada82ca036bad8962f911d83fc325e6f48e363b
https://github.com/square/okhttp,square/okhttp,1abba290f5e3e7719ad2dfead2eb45d507ed492c
https://github.com/square/okhttp,square/okhttp,6711a2b670d3ed7653ff68df83da79fd6ce5bde7
https://github.com/square/okhttp,square/okhttp,21d63034188d90ca51d635be348d5deba4abeca3
https://github.com/square/okhttp,square/okhttp,cdd71f1bbd32f20d63d7100787b91c327d1b5b0c
https://github.com/square/okhttp,square/okhttp,ddac0083db1f4d8fccf68c23254751c4167565a1
